PCA1,PCA2,PCA3,Cluster
-1.417452381262729,-1.2380467167541793,-0.5712511923334376,2
-0.665956071894653,0.5595135584287217,-1.0277842317583783,1
0.6235376498272654,0.7525298878198334,-0.7938960362091861,0
-0.0764684363192282,0.4480801390765984,2.1885834663203676,1
0.4645765954155542,-0.8029087418965184,0.48113476199380173,2
-2.1010288452905104,0.7061765017729322,-0.15723209943235547,1
-0.975985203578329,-1.2058986565407634,0.5882281137375494,2
-2.0550054961263426,0.2816381627696287,0.8291512775437879,1
-0.10643461925063608,2.196063517294729,-0.8256507602519847,1
1.462230358581377,0.12380984654991731,0.9508558334158075,0
0.14620049233002083,-0.5218672232136097,-1.92216712826004,0
0.7443728946112268,-1.2340878649999552,0.8121313699957202,2
0.14027797592545724,1.6609342977688926,-0.453856611896008,1
1.1550021023258454,1.1274523136908094,0.6584126486996364,1
-1.5233034680793172,0.47104147842665123,-0.4520905547090299,1
-0.11932458568155688,-1.0420829583064086,-0.498618681745311,2
0.7870223814894626,0.33583941974078296,0.09163498296505654,0
0.5610093712622437,-0.6200192600932741,1.1351985809792102,2
-0.7029476586213623,-0.9598535066138747,-0.01856315360945549,2
-0.21992755841727502,0.004441546866809368,-1.1110743822972655,0
0.5036607856705215,-1.370678144517283,-1.8618494338541642,0
0.4178227840383896,-0.48646102142145875,0.3054235634770064,2
1.860883061642175,-0.7167352972731955,0.6537143347983159,0
-0.17184306548285005,0.06083126414462402,-0.7224377766497272,0
0.9874074068441727,1.1602857693278383,0.1847615077373125,0
0.07373359508680324,-0.012157849291882945,-1.6804657823355835,0
0.7860453197294974,0.30426423747157844,1.0327446808088665,1
-0.7766444939567729,-0.9944649369509235,-0.10228728940782715,2
-0.8354822420933539,0.014098813590234243,0.32509368707019937,1
0.5507699434190668,-1.0251144833413772,-1.2292687373507936,0
-1.4184078220299525,0.8646956709272371,0.7605842488787649,1
-0.10156891970707545,-0.4935243265355481,1.8147834175241924,2
1.9800436353156858,0.48953692457911646,0.13611099645086402,0
-0.5176810067786772,-0.5953569199194686,-0.2500659264142415,2
0.5648196499464896,-1.3989539910812236,1.1752608235856667,2
-1.2320927221666544,0.5800872418694116,1.4519853312939626,1
-0.6128551107082735,-1.9461899940802123,-0.6306686863759539,2
0.6993285467597976,-1.3521672409168937,1.6501051743025166,2
-0.11167661311252547,1.8493818792535284,-0.13400408160729846,1
-0.35150347181092423,0.5054155296365398,-0.3744263405590589,1
0.17436262640412215,2.10702903297758,0.02601707008599879,1
0.35960855498551814,1.2992509317866572,-1.0152944120444818,0
0.5334839929701872,0.13467854523687817,0.8272348422916819,1
-0.17223185101447042,-0.746392444297125,1.3199250052390277,2
0.34304169583420374,1.774508094187248,-0.6610475839547093,1
0.12755992239745673,1.6478189528585399,0.35363625233700835,1
-1.3179109724947755,-0.4490661252722339,0.07202052655025133,2
-0.6819510777924496,0.7095293376916447,-0.6005783975415019,1
-1.096514622492009,-0.6301747872727697,0.8491962946474865,2
